Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Software Developer,Baker Hill,"Carmel, IN",$84K - $119K (Glassdoor est.),"Communicates technical concepts clearly and concisely to both technical and non technical stakeholders. Experience translating business needs into technical…&hellip;
      
        Skills: Performance tuning, SAFe, Azure, .NET Core, C#",6d
DevOps Engineer,Baker Hill,"Carmel, IN",$115K - $125K (Employer provided),"Demonstrated ability to manage your own work (plan, prioritize, and execute) and provide clear, detailed status updates on progress, risks, and blockers.&hellip;
      
        Skills: Computer science, SAFe, System design, Process improvement, RBAC",15d
Software Developer Senior,Baker Hill,"Carmel, IN",$92K - $129K (Glassdoor est.),"Communicate complex technical concepts concisely to non-technical counterparts. Ability to translate business needs into technical design requirements.&hellip;
      
        Skills: Performance tuning, SAFe, Azure, .NET Core, C#",7d
AI/Machine Learning Engineer,CleanSlate,"Carmel, IN",$63K - $106K (Glassdoor est.),"Leads the delivery of technical implementations for a specific technical domain. AWS or Azure ML experience and/or certification.&hellip;
      
        Skills: Azure, Spark, Research, Scala, Requirements analysis",30d+
Sr. Platform Developer,Arrive AI,"Fishers, IN",$105K - $159K (Glassdoor est.),"Contribute to engineering best practices and mentor teammates through reviews and technical guidance. Own software quality from design through deployment,…&hellip;
      
        Skills: Performance tuning, Internet of Things, System design, Databases, Microservices",30d+
Senior Mechanical Engineer,Arrive AI,"Fishers, IN",$124K - $170K (Glassdoor est.),"You will own the mechanical integrity of our Arrive Point hardware, moving fluidly between digital twin simulation, rapid prototyping, and large-scale…&hellip;
      
        Skills: Mechanical engineering, Internet of Things, Mentoring, AI, Sensors",30d+
Software Engineer,Backstroke,"Indianapolis, IN",$90K - $120K (Employer provided),"You'll own features from idea to production - writing code, testing, deploying, and iterating based on what you learn. We're rebuilding this from the ground up.&hellip;
      
        Skills: AWS, PostgreSQL, GitHub, Software testing, AI",30d+
QA Validation Engineer,RADcube,"Indianapolis, IN",$80K (Employer provided),"Implement and maintain automated regression testing tools and processes; develop automated and manual test scripts.&hellip;
      
        Skills: Jira, HP ALM, GAMP, Test management tools, SAP",6d
AI Application Engineer,Apple,"Cupertino, CA",$172K - $302K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",4d
AI Application Engineer,Apple,"San Francisco, CA",$140K - $210K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",4d
"AI Engineer, AI & Data Platforms (AiDP)",Apple,"San Francisco, CA",$147K - $272K (Employer provided),"We are seeking a hands-on AI Solutions Engineer with deep technical expertise in Artificial Intelligence and Generative AI who can design, prototype, and…&hellip;
      
        Skills: TensorFlow, Performance tuning, Computer science, System design, Google Cloud Platform",4d
AI/ML Machine Learning Engineer,Lockheed Martin,"Herndon, VA",$89K - $157K (Employer provided),"Bachelor's degree in a STEM discipline (e.g. Electrical Engineering, Computer Science, Computer Engineering, Mathematics, Physics) or equivalent combination of…&hellip;
      
        Skills: MATLAB, Image processing, Computer vision, C#, Java",30d+
AI/ML Engineer,Lockheed Martin,"Herndon, VA",$109K - $217K (Employer provided),"(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental…&hellip;
      
        Skills: AI, Python",29d
AI / ML Developer,Centstone,"Louisville, KY",$72K - $114K (Glassdoor est.),"Design, develop, and implement AI/ML models tailored for healthcare applications. Master's or PhD in Computer Science, Data Science, or related field.&hellip;
      
        Skills: TensorFlow, Azure, Computer vision, R, HIPAA",30d+
AI/ML Engineer Level 2,CACI International,"Suitland, MD",$94K - $198K (Employer provided),"Design, develop, and deploy machine learning models and manage pipelines using tools such as Azure ML, Kubeflow, or MLflow. AI Engineer Associate (AI-102).&hellip;
      
        Skills: Azure, Software deployment, Enterprise software, Spark, R",30d+
AI/ML Engineer,CACI International,"Aberdeen Proving Ground, MD",$108K - $228K (Employer provided),"Design, develop, and deploy machine learning models and manage pipelines using tools such as Azure ML, Kubeflow, or MLflow. Type of Travel: Continental US.&hellip;
      
        Skills: Azure, Enterprise software, Spark, R, Git",6d
Machine Learning Engineer II,Uber,"New York, NY",$171K - $190K (Employer provided),"Work closely with multi-functional leads to develop technical vision, new methodological approaches, and drive team direction.&hellip;
      
        Skills: Operations research, Go, Cassandra, Spark, Apache Hive",30d+
Senior AI/ML Engineer,Uber,"San Francisco, CA",$202K - $224K (Employer provided),"Track record of technical leadership: mentoring engineers, driving cross-functional initiatives, or shaping ML/security strategy.&hellip;
      
        Skills: TensorFlow, Spark, Apache Hive, Mentoring, Scalability",30d+
AI Solutions Engineer,Siemens Energy,"Richland, MS",$74K - $95K (Glassdoor est.),"Bachelor’s or Master’s degree in Data Science, Computer Science, Industrial Engineering, Applied Mathematics, or related field. Paid Time Off and paid holidays.&hellip;
      
        Skills: Power BI, Tableau, SQL, Requirements analysis, Quality inspection",4d
Engineer Race Strategy,Toyota North America,"Salisbury, NC",$73K - $98K (Glassdoor est.),"Bachelor's degree in Engineering, Statistics, Data Science, or a related field. Experience developing or utilizing strategy tools in NASCAR.&hellip;
      
        Skills: TensorFlow, MATLAB, Rust (programming language), Research, C++",6d
"Machine Learning Engineer, ML Flywheel",Waymo,"Mountain View, CA",$136K - $173K (Employer provided),"Bachelor's degree in Computer Science, Engineering, or related field, and 2+ years equivalent experience. Collaborate with ML modeling teams in understanding…&hellip;
      
        Skills: C++, Distributed systems, Python, Debugging",30d+
"ML Engineer, Foundation Model Infrastructure",Waymo,"Mountain View, CA",$204K - $259K (Employer provided),"Masters degree in Computer Science, Machine Learning, Robotics, similar technical field of study, or equivalent practical experience.&hellip;
      
        Skills: TensorFlow, Big data, Spark, C++, Distributed systems",3d
DEVELOPER L4,Wipro,"Tampa, FL",$60K - $135K (Employer provided),"Applicants are advised that employment in some roles may be conditioned on successful completion of a post-offer drug screening, subject to applicable state law…&hellip;
      
        Skills: Performance tuning, Azure, Software deployment, System design, Google Cloud Platform",24h
Machine Learning Engineer,Adobe,"San Jose, CA",$126K - $234K (Employer provided),"Design, develop, and deploy applications powered by predictive and generative models, with a focus on building autonomous agents and using agentic frameworks…&hellip;
      
        Skills: TensorFlow, Statistics, Software deployment, Java, SQL",30d+
Machine Learning Engineer,Adobe,"San Jose, CA",$126K - $234K (Employer provided),"B.S. or higher in Computer Science, Engineering, Mathematics or a related field, or equivalent experience. Develop scalable frameworks to evaluate the accuracy,…&hellip;
      
        Skills: Computer science, Scalability, AI, Research & development, Leadership",25d
AI Engineer,Intone Networks,Remote,,"5+ years experience in machine learning, deep learning, and data science. 5+ years Experience with cloud platforms (AWS, Azure, GCP) and MLOps practices.&hellip;
      
        Skills: Azure, Google Cloud Platform, AWS, Data science, Python",30d+
AI/ML Engineer,Intone Networks,"Boston, MA",$91K - $138K (Glassdoor est.),"Candidates are expected to have at least 5 years of relevant experience and a bachelor’s degree in computer science, engineering, physics, or a related field (…&hellip;
      
        Skills: Computer science, DevOps, Databases, Machine learning, Mentoring",13d
Architect - Gen AI ML - New York / Jersey City,Photon,"New York, NY",$79K - $276K (Employer provided),"This position is not available for independent contractors. Optimize GenAI workflows for latency, cost, and reliability using advanced prompt engineering and…&hellip;
      
        Skills: TensorFlow, Docker, PostgreSQL, Scalability, AI",17d
Sr Machine Learning Engineer,PayPal,"San Jose, CA",$160K - $237K (Employer provided),"This job will design, develop, and implement machine learning models and algorithms to solve complex problems.&hellip;
      
        Skills: TensorFlow, Azure, Google Cloud Platform, AWS, Scalability",30d+
